"id","date_time","center_name","phone","address_1","address_2","region","city","capacity","on_map","okrug","big","oms","email","devices","shifts"
"276","0000-00-00 00:00:00","Центр амбулаторного гемодиализа ""Б.Браун Авитум Руссланд"" (ОП-2)","+79119047241, +78124545182","ул.Костюшко,д. 2","д. 2","Ленинградская область","Санкт Петербург","(59.84923399999999, 30.29378059999999):8","72","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"277","0000-00-00 00:00:00","ФГБУ ""СПМЦ"" Минздрава России (Центр амбулаторного гемодиализа № 2)","+74852206223, 75-95-76","ул.Кадетская, д. 13/15","д. 13/15","Ленинградская область","Санкт Петербург","(59.944215, 30.287933000000066):8","20","szfo","","","","",""
"278","0000-00-00 00:00:00","филиал ООО ""Бельгийская медицинская компания"" в г.Санкт-Петербурге (ООО ""Бельгийская медицинская компания"")","+79219835234, +78124091013","ул.Одоевского, д. 28","д. 28","Ленинградская область","Санкт Петербург","(59.94762, 30.240912999999978):8","30","szfo","","","","",""
"279","2017-11-16 10:33:33","ООО «Ярославский диализный центр»","789219249610","Тутаевское шоссе, 29б","","Ярославская область","Ярославль","(57.681822, 39.822251999999935):8","140","cfo","Крупные амбулаторные центры – от 50 мест","","","",""
"280","0000-00-00 00:00:00","ООО ""Купчинский центр амбулаторного диализа"" (ООО ""Купчинский центр амбулаторного диализа"" )","+7(8152)254688","ул.Бухарестская, д. 28","д. 28","Ленинградская область","Санкт Петербург","(59.88442620000001, 30.367578900000012):8","60","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"281","0000-00-00 00:00:00","Клиническая инфекционная больница им. С.П. Боткина (Отделение гемодиализа)",":+78634640060","Пискаревский пр., д. 49","д. 49","Ленинградская область","Санкт Петербург","(59.98587379999999, 30.430502100000012):8","6","szfo","","","","",""
"282","0000-00-00 00:00:00","Филиал в г. Мурманске ДЦ ООО ""Фрезениус Нефрокеа"" (Диализный центр)","+7(8152)411326","ул. Павлова, д. 6","д. 6","Мурманская область","Мурманск","(68.9526336, 33.105571499999996):8","30","szfo","","","","",""
"283","2017-11-16 10:07:58","ООО « Гемодиализный Центр Ростов»","+ 78632103855","ул. Инструментальная, 13","","Ростовская область","Таганрог","(47.2009467, 38.89424159999999):8","90","ufo","Крупные амбулаторные центры – от 50 мест","","","",""
"284","0000-00-00 00:00:00","Детская областная клиническая больница (Отделение анестезиологии и реанимации)","78153150211","ул. Свердлова, д. 18","д. 18","Мурманская область","Мурманск","(68.995543, 33.11213399999997):8","20","szfo","","","","",""
"285","2017-11-16 08:35:01","""ФРЕЗЕНИУС НЕФРОКЕА"" Обособленное подразделение ","+7(81536)31836","ул.1-й Конной Армии, 33","","Ростовская область","Ростов-на-Дону","(47.2584674, 39.769465099999934):8","0","ufo","","","","",""
"286","0000-00-00 00:00:00","Отделение гемодиализа ГОБУЗ «Апатитско-Кировская центральная городская больница»","+7(81532)72290, 43912","ул. Ленина, 26/б","","Мурманская область","Кировск","(67.6100972, 33.65794219999998):8","12","szfo","","","","",""
"287","0000-00-00 00:00:00","ГОБУЗ ""Мончегорская центральная городская больница"" (Отделение анестезиологии и реанимации)","+7(8162)642887, (8162)641893, +7(921)1964540","пр. Кирова, д. 6","д. 6","Мурманская область","Мончегорск","(67.9437001, 32.94230019999998):8","30","szfo","","","","",""
"288","0000-00-00 00:00:00","ФГБУЗ МСЧ № 118 ФМБА России (Отделение гемодиализа)","+7(8921)1946311","ул. Нивский пр, д. 1, к. 1","д. 1, к. 1","Мурманская область","Полярные Зори","(67.3658134, 32.504027199999996):8","20","szfo","","","","",""
"289","0000-00-00 00:00:00","ГОБУЗ ""Новгородская ОКБ"" (Центр амбулаторного диализа)","+7(8112)569335","ул. Павла Левитта, д. 14","д. 14","Новгородская область","Великий Новгород","(58.552884, 31.274811999999997):8","8","szfo","","","","",""
"290","0000-00-00 00:00:00","ГОБУЗ ""Старорусская ЦРБ"" (Кабинет гемодиализа)","+7(81153)32621","ул. Энгельса, д. 50","д. 50","Новгородская область","Старая Русса","(57.9916917, 31.366529799999967):8","15","szfo","","","","",""
"291","0000-00-00 00:00:00","Псковская ОКБ (Отделение гемодиализа № 1)","+7(8212)229807, 302563","ул. Малясова, д. 2","д. 2","Псковская область","Псков","(57.810237, 28.324392999999986):8","10","szfo","","","","",""
"292","0000-00-00 00:00:00","Псковская ОКБ (Отделение гемодиализа № 2)","74912463900","ул. Пушкина, д. 5","д. 5","Псковская область","Великие Луки","(56.3379582, 30.514377200000013):8","10","szfo","","","","",""
"293","0000-00-00 00:00:00","ГБУЗ РК Коми республиканская больница (Отделение диализа)","+7(8212)229882","ул. Пушкина, д. 114/2","д. 114/2","Республика Коми","Сыктывкар","(61.668682, 50.84680900000001):8","30","szfo","","","","",""
"294","2017-11-16 06:05:37","ООО ""ФРЕЗЕНИУС НЕФРОКЕА"" Обособленное подразделение в г. Рязань","+7(82151)24516, 67993","ул. Зубковой. д. 20А ","","Рязанская область","Рязань","(54.60620720000001, 39.80121580000002):8","240","cfo","Крупные амбулаторные центры – от 50 мест","","","",""
"295","0000-00-00 00:00:00","Фесфарм","+7(8216)737738","ул. Коммунистическая д. 48/2","д. 48/2","Республика Коми","Сыктывкар","(61.662399, 50.80806000000007):8","60","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"296","0000-00-00 00:00:00","Городская БСМП (Отделение ""искусственная почка"")","+7(82142)35886","ул. Тиманская, д. 2","д. 2","Республика Коми","Воркута","(67.5102211, 64.07337269999994):8","57","szfo","Крупные амбулаторные центры – от 50 мест","","","",""
"297","0000-00-00 00:00:00","МУЗ ""Ухтинская городская больница № 1"" (Отделение гемодиализа)","+7(8722)634485, 89285667442","пос. Шудаяг, ул. Павлова, д. 25","д. 25","Республика Коми","Ухта","(63.52592480000001, 53.592877000000044):8","35","szfo","","","","",""
"298","0000-00-00 00:00:00","МУ Печорская ЦРБ (Отделение гемодиализа)","73515133919","ул. Печорский, д. 16","д. 16","Республика Коми","Печора","(65.1086703, 57.15072639999994):8","10","szfo","","","","",""
"299","0000-00-00 00:00:00","Детская РКБ им. Н.М. Кураева (Республиканский центр гравитационной хирургии крови)","+7(8722)550130","р. Акушинского, 7-я линия, д. 2а","д. 2а","Дагестан","Махачкала","(42.983733, 47.45244790000004):8","0","skfo","","","","",""
"300","2017-11-26 19:59:05","ММЛПУЗ «Кыштымская центральная городская больница им. А.П.Силаева» ","+7(988)2919437","ул. Освобождения Урала, 1","","Челябинская область","Кыштым","(55.7042896, 60.52646040000002):8","0","urfo","","","","",""
"301","0000-00-00 00:00:00","Республиканская клиническая больница (отделение гравитационной хирургии крови)","+7(909)4791007","ул. Ляхова, д. 47","д. 47","Дагестан","Махачкала","(42.976783, 47.489026999999965):8","25","skfo","","","","",""
"302","0000-00-00 00:00:00","ООО ЭВЕРЕСТ","+7(872)4047388","ул. Танкаева, д. 34","д. 34","Дагестан","Махачкала","(42.9808499, 47.489419):8","13","skfo","","","","",""
"303","0000-00-00 00:00:00","ЦГБ (отделение диализа)","+7(928)9509644","ул. Алиева, д. 21","д. 21","Дагестан","Хасавюрт","(43.2479867, 46.59106150000002):8","8","skfo","","","","",""
"304","0000-00-00 00:00:00","Дербентская центральная городская больница (отделение гравитационной хирургии крови)","+7(8380)089021","ул. Буйнакская, д. 43","д. 43","Дагестан","Дербент","(42.0555104, 48.297985100000005):8","19","skfo","","","","",""
"305","0000-00-00 00:00:00","ЦГБ (отделение диализа)","+7(8732)221984","ул. Победы, д. 48","д. 48","Дагестан","Кизляр","(43.8419448, 46.72361139999998):8","6","skfo","","","","",""
"306","0000-00-00 00:00:00","Центр амбулаторного диализа ООО""Диамед""","+7(866)2423484","Улица: Гарданова д. 3","д. 3","Ингушетия","Малгобек","(43.50704, 44.593870700000025):8","40","skfo","","","","",""
"307","0000-00-00 00:00:00","Metaco LLP","+7(8662)423484, 426844","ул. Муталиева, д. 11","д. 11","Ингушетия","Назрань","(43.21726760000001, 44.76214449999998):8","40","skfo","","","","",""
"308","0000-00-00 00:00:00","ГКБ № 1 (отделение гемодиализа)","+7(87822)01237","ул. Адмирала Головко, д. 7","д. 7","Кабардино-Балкария","Нальчик","(43.480914, 43.592187999999965):8","0","skfo","","","","",""
"309","0000-00-00 00:00:00","Центр гемодиализа (Республиканская Клиническая Больница МЗ КБР )","+7(8672)750161","ул. Затишье","","Кабардино-Балкария","Нальчик","(43.4957716, 43.59312780000005):8","25","skfo","","","","",""
"310","0000-00-00 00:00:00","Нефрос","+7(8652)738128, 554805, 550764","ул.Курганная,д. 55А","д. 55А","Карачаево-Черкесия","Черкесск","(44.2202328, 42.055600299999924):8","120","skfo","Крупные амбулаторные центры – от 50 мест","","","",""
"311","0000-00-00 00:00:00","РКБ (отделение гемодиализа)","73439756055","ул. П. Барбашова, д. 39","д. 39","Северная Осетия","Владикавказ","(43.026589, 44.65517890000001):8","40","skfo","","","","",""
"312","0000-00-00 00:00:00","ГБУЗ СК ""Медицинский Центр Амбулаторного Диализа"" (ГБУЗ СК ""Медицинский Центр Амбулаторного Диализа"")","+7(8652)221206, 221207","ул. Тухачевского, д. 17","д. 17","Ставропольский край","Ставрополь","(45.015116, 41.91363100000001):8","25","skfo","","","","",""
"313","2017-11-26 19:27:37","ГБУЗ СО «Ревдинская городская больница» (отделение анестезиологии и реанимации) ","+7(8652)346219","ул. Олега Кошевого, 4","","Свердловская область","Ревда","(56.7952819, 59.90306069999997):8","0","urfo","","","","",""
"314","0000-00-00 00:00:00","Автономная некоммерческая медицинская организация ""Диализный центр"" (отделение диализа)","+7(8652)284948","ул. Чехова, д. 75а","д. 75а","Ставропольский край","Ставрополь","(45.0360117, 42.02694199999996):8","20","skfo","","","","",""
"315","0000-00-00 00:00:00","МУЗ ГКБ №4 и городской КДЦ г. Ставрополь (Нефротерапевтическое отделение)","+7(87937)70352","ул. Тухачевского, д. 17","д. 17","Ставропольский край","Ставрополь","(45.015116, 41.91363100000001):8","12","skfo","","","","",""
"316","0000-00-00 00:00:00","ООО 'Центр клинической фармакологии и фармакотерапии' (ООО 'Центр клинической фармакологии и фармакотерапии')","73513821293","ул. Вокзальная, д. 24","д. 24","Ставропольский край","Ставрополь","(45.0561338, 41.99820009999996):8","17","skfo","","","","",""
"317","0000-00-00 00:00:00","ГБУЗ 'Медицинский центр амбулаторного диализа', филиал в Кисловодске (отделение диализа)","+7(8928)3883922","ул. Кутузова, д. 127","д. 127","Ставропольский край","Кисловодск","(43.8965201, 42.69919679999998):8","12","skfo","","","","",""
"318","2017-11-26 19:45:04","МЛПУЗ «Городская больница №1» Еманжелинского муниципального района межрайонное отделение гемодиализа ","+7(8928)3509757","ул. Титова, 1","","Челябинская область","Еманжелинск","(54.7609669, 61.31553789999998):8","0","urfo","","","","",""
"319","0000-00-00 00:00:00","ООО 'ЭМСИПИ-Медикейр' (отделение диализа)","+7(87932)32829","ул. Золотушка","","Ставропольский край","Ессентуки","(44.0548503, 42.90846970000007):8","126","skfo","Крупные амбулаторные центры – от 50 мест","","","",""
"320","0000-00-00 00:00:00","ООО 'ЭМСИПИ-Медикейр' (отделение диализа)","+7(8712)332421","ул. Похилько, д. 24","д. 24","Ставропольский край","Будённовск","(44.7937123, 44.180566699999986):8","120","skfo","Крупные амбулаторные центры – от 50 мест","","","",""
"321","0000-00-00 00:00:00","ГБУЗ СК 'Медицинский центр амбулаторного диализа' филиал в Железноводске (отделение диализа)","+7(712)295201","ул.Чапаева, д. 5","д. 5","Ставропольский край","Железноводск","(44.1455081, 43.018206700000064):8","0","skfo","","","","",""
"322","0000-00-00 00:00:00","ГБУ 'Республиканская клиническая больница им. Ш.Ш. Эпендиева' (отделение эфферентной хирургии крови, гемодиализа и нефрологии)","+7(3852)689613","ул.Кемеровская, д. 12","д. 12","Чечня","Грозный","(43.2941839, 45.728033900000014):8","0","skfo","","","","",""
"323","0000-00-00 00:00:00","ООО ""Диасан"" (Диализный центр г. Грозный)","+7(3852)590255","ул.А.Айдамирова, д. 133б","д. 133б","Чечня","Грозный","(43.3346515, 45.69531529999995):8","15","skfo","","","","",""
"324","0000-00-00 00:00:00","ГУЗ «Краевая клиническая больница»; отделение хронического диализа","+7(3852)559917","ул. Ляпидевского, д. 1","д. 1","Алтайский край","Барнаул","(53.30726300000001, 83.75618499999996):8","240","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"325","0000-00-00 00:00:00","Нефролайн","74933140247","ул. Телефонная, д. 44а","д. 44а","Алтайский край","Барнаул","(53.356223, 83.73242400000004):8","90","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"326","0000-00-00 00:00:00","Алтайская ККДБ (Отделение анестезиологии и реанимации)детская","+7(3854)375029","ул. Гущина, д. 179","д. 179","Алтайский край","Барнаул","(53.37579900000001, 83.68276400000002):8","0","sfo","","","","",""
"327","2017-11-26 22:22:42","Ивановский филиал ЧУ ""Медико-образовательная организация ""НЭС"" отделение нефрологии и гемодиализа","78336244139","ул. Текстильная, 6","","Ивановская область","Кинешма","(57.43258449999999, 42.22013770000001):8","0","cfo","","","","",""
"328","0000-00-00 00:00:00","КГБУЗ 'Центральная городская больница г. Бийска' (отделение диализа)","+7(3854)357001","ул. Садовая, д. 210","д. 210","Алтайский край","Бийск","(52.5412718, 85.28246620000004):8","20","sfo","","","","",""
"329","2017-11-26 22:28:18","Кировский филиал ЧУ «НЭС» «Медико-образовательная организация «Нефрологический Экспертный Совет»","+7(38557)91512","пр. Гагарина, 21","","Кировская область","Слободской","(58.7096093, 50.191553800000065):8","0","pfo","","","","",""
"330","0000-00-00 00:00:00","Нефролайн","+7(38532)47927, 47928, 89609568076","ул. Льнокомбинат, строение 10/1","строение 10/1","Алтайский край","Бийск","(52.5566198, 85.30195000000003):8","120","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"331","0000-00-00 00:00:00","КГБУЗ 'Городская больница им. Л.Я. Литвиненко г. Новоалтайск' (отделение нефрологии с гемодиализом)","+7(38822)61201","ул.Коммунистический пер., д. 35","д. 35","Алтайский край","Рубцовск","(51.4953396, 81.21032089999994):8","40","sfo","","","","",""
"332","0000-00-00 00:00:00","МУЗ «Новоалтайская ГБ»; отделение гемодиализа и нефрологии","+7(3012)445776","ул.Ударника, д. 12/2","д. 12/2","Алтайский край","Новоалтайск","(53.38635799999999, 83.94325000000003):8","20","sfo","","","","",""
"333","0000-00-00 00:00:00","Нефролайн","+7(3012)416703, 233624","пр. Коммунистический, д. 125","д. 125","Республика Алтай","Горно-Алтайск","(51.9673145, 85.9037353):8","130","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"334","0000-00-00 00:00:00","ООО Фрезениус НЕФРОКЕА , филиал в г. Улан-Удэ (Диализный центр ФРЕЗЕНИУС НЕФРОКЕА)","73499761320","ул. Октябрьская, д. 36а","д. 36а","Бурятия","Улан-Удэ","(51.8447617, 107.61945170000001):8","15","sfo","","","","",""
"335","0000-00-00 00:00:00","Республиканская клиническая больница им. Н.А.Семашко (Республиканский центр стационарного диализа)","+7(3012)297634, (3012)297635, (3012)297636","ул. Павлова, д. 12","д. 12","Бурятия","Улан-Удэ","(51.806677, 107.61363900000003):8","30","sfo","","","","",""
"336","2017-11-26 22:20:22","ГБУЗ ЯНАО «Тарко-Салинская центральная районная больница» ","+7(30262)42290","ул. Набережная, 1","","Ямало-Ненецкий автономный округ","Пуровский р-он, г. Тарко-Сале","(64.9224758, 77.77243959999998):13","0","urfo","","","","",""
"337","0000-00-00 00:00:00","ООО Медицинский нефрологический центр ""Нефро Диал"" (отделение гемодиализа)","+7(3022)353833","ул. Ключевская, д. 13б","д. 13б","Бурятия","Улан-Удэ","(51.81844410000001, 107.62999009999999):8","21","sfo","","","","",""
"338","0000-00-00 00:00:00","ГУЗ Краевая больница №3 пгт Первомайский (отделение диализа)","+7(3022)314357","ул. Пролетарская, д. 9","д. 9","Забайкальский край","пгт Первомайский","(51.6648439, 115.63348580000002):8","30","sfo","","","","",""
"339","0000-00-00 00:00:00","ГУЗ 'Городская поликлиника №5' (Отделение амбулаторного гемодиализа)","+7(3022)322877 доб, 1249","ул. Чкалова, д. 142","д. 142","Забайкальский край","Чита","(52.038126, 113.50062000000003):8","35","sfo","","","","",""
"340","0000-00-00 00:00:00","ГУЗ Краевая КБ (отделение гемодиализа)","+7(3952)391936","ул. Коханского, д. 7","д. 7","Забайкальский край","Чита","(52.057256, 113.50180399999999):8","0","sfo","","","","",""
"341","0000-00-00 00:00:00","ОВГ №321 (отделение диализа)","+7(3952)320244","ул.Горького, д. 36","д. 36","Забайкальский край","Чита","(52.0379829, 113.51223299999992):8","0","sfo","","","","",""
"342","0000-00-00 00:00:00","МУЗ НИИ клинической медицины (Центр амбулаторного диализа г. Иркутска)","0","ул. 2-ая Железнодорожная, д. 5","д. 5","Иркутская область","Иркутск","(52.2925401, 104.24500740000008):8","20","sfo","","","","",""
"343","0000-00-00 00:00:00","БиБраун Авитум Руссланд Клиникс (отделение диализа)","+73496315065,  +73496315285","ул. Украинская, д. 3","д. 3","Иркутская область","Иркутск","(52.3483969, 104.2254653):8","12","sfo","","","","",""
"344","0000-00-00 00:00:00","ГБУЗ Иркутская государственная областная детская клиническая больница (областной детский диализный центр)","+7(3952)407871","ул. Бульвар Ю. Гагарина, д. 4","д. 4","Иркутская область","Иркутск","(52.2712708, 104.28574179999998):8","0","sfo","","","","",""
"345","2017-11-26 22:14:58","ГБУЗ ЯНАО Ноябрьская ЦГБ Отделение экстракорпоральной гемокоррекции ","+7(3952)280444","ул. Муравленко, 42б","","Ямало-Ненецкий автономный округ","Ноябрьск","(63.19156719999999, 75.43162329999996):8","0","urfo","","","","",""
"346","0000-00-00 00:00:00","ГУЗ ИОКБ (отделение гемодиализа)","+7(3952)260922, (3955)650335","ул. мкр Юбилейный, д. 100","д. 100","Иркутская область","Иркутск","(52.2204146, 104.29533879999997):8","0","sfo","","","","",""
"347","0000-00-00 00:00:00","МУЗ НИИ Клинической Медицины (Центр абулаторного диализа)","+7(3953)411317","ул. Сибирская, д. 21а","д. 21а","Иркутская область","Иркутск","(52.352598, 104.21328399999993):8","25","sfo","","","","",""
"348","0000-00-00 00:00:00","МУЗ НИИ Клинической Медицины (отделение диализа)","79129050146","ул. 22 микрорайон, д. 23","д. 23","Иркутская область","Ангарск","(52.5101757, 103.85196080000003):8","144","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"349","0000-00-00 00:00:00","БиБраун Авитум Руссланд Клиникс' (Центр Амбулаторного Гемодиализа)","+7(30245)42864","ул. Янгеля, д. 16б","д. 16б","Иркутская область","Братск","(56.1615276, 101.6064629):8","15","sfo","","","","",""
"350","2017-11-26 20:24:31","Медико-образовательная организации «НЭС»","+7(391)2201587, 2280792"," 7 микрорайон, стр. 11","","Тюменская область","Нефтеюганск","(61.06581199999999, 72.62303989999998):8","0","urfo","","","","",""
"351","0000-00-00 00:00:00","ГУЗ 'Краевая больница №4' (Отделение амбулаторного гемодиализа)","+7(3919)727628","ул. Больничная, д. 5","д. 5","Забайкальский край","Краснокаменск","(50.0902474, 118.01907389999997):8","0","sfo","","","","",""
"352","0000-00-00 00:00:00","КГБУЗ 'Краевая клиническая больница' (отделение хронического гемодиализа)"," +73467632101","ул. Партизана Железняка, д. 3а","д. 3а","Красноярский край","Красноярск","(56.026573, 92.91388700000005):8","15","sfo","","","","",""
"353","0000-00-00 00:00:00","ФГБУЗ Клиническая больница №51 ФМБА России (Центр Амбулаторного Диализа)","+7(39169)91463, 91462","ул. Кирова, д. 5","д. 5","Красноярский край","Железногорск","(56.2462737, 93.54032889999996):8","12","sfo","","","","",""
"354","2017-11-26 20:37:56","БУ «Урайская городская клиническая больница» Центр гемодиализа ","+7(3912)2658163","ул. Пионеров, 1","","Тюменская область","Урай","(60.1287313, 64.80310110000005):8","0","urfo","","","","",""
"355","0000-00-00 00:00:00","Филиал ФГБУЗ 'Сибирский клический центр ФМБА России' - 'КБ №42' (Центр амбулаторного диализа)","+77(950)4146899","ул. Комсомольская, д. 23г","д. 23г","Красноярский край","Зеленогорск","(56.11494159999999, 94.60770809999997):8","36","sfo","","","","",""
"356","0000-00-00 00:00:00","Красноярская краевая детская больница (Кабинет эфферентной терапии (ОАРИТ))","+7(39161)23521","ул. Киренского 2а","д. 2а","Красноярский край","Зеленогорск","(56.1103549, 94.61390099999994):8","0","sfo","","","","",""
"357","0000-00-00 00:00:00","ООО ЭВЕРЕСТ","+7(39191)31720","ул. Черняховского, д. 1, стр 3","д. 1, стр 3","Красноярский край","Назарово","(56.0519773, 90.32034539999995):8","50","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"358","0000-00-00 00:00:00","МБУЗ 'Канской центральной городской больницы' (Центр амбулаторного диализа)","73493636877","ул. Ангарская, д. 9","д. 9","Красноярский край","Канск","(56.2296256, 95.71309659999997):8","40","sfo","","","","",""
"359","0000-00-00 00:00:00","МБУЗ Таймырская центральная районная больница (Палата эфферентной терапии отделения анестезиологии-реанимации)","+7(383)3159876","ул. Дудинская, д. 15","д. 15","Красноярский край","Дудинка","(69.4069849, 86.19580819999999):8","10","sfo","","","","",""
"360","2017-11-26 22:04:51","БУЗ «Губкинская городская больница» Центр диализа ","+7(383)3413347","Микрорайон 10, д.1","","Тюменская область","Губкинский","(57.21616890000001, 65.51487629999997):8","0","urfo","","","","",""
"361","0000-00-00 00:00:00","ГБУЗ НСО 'Государственная Новосибирская областная клиничиская больница' (Областной нефрологический центр, отделение нефрологии, отделение гемодиализа)","+7(383)3327622, 3324758","ул. Немировича-Данченко, д. 130","д. 130","Новосибирская область","Новосибирск","(54.983292, 82.914356):8","0","sfo","","","","",""
"362","0000-00-00 00:00:00","МБУЗ ГКБ №11 (Городской Центр хронического гемодиализа)","73456294944","ул. Танкистов, д. 23","д. 23","Новосибирская область","Новосибирск","(54.9833689, 82.8199009):8","240","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"363","0000-00-00 00:00:00","НИИ патологии кровообращения им. академика Е.Н. Мешалкина МЗ РФ (отделение экстракорпоральной детоксикации)","+7(383)3388303","ул. Речкуновская, д. 15","д. 15","Новосибирская область","Новосибирск","(54.8679986, 83.07366869999998):8","0","sfo","","","","",""
"364","2017-11-26 20:21:19","Отделение нефрологии и гемодиализа Тюменского ЧУ Медико-образовательной организации «НЭС»","+7(383)3142200","ул. Красноармейская, 6","","Тюменская область","Тобольск","(58.20866210000001, 68.2565439):8","0","urfo","","","","",""
"365","0000-00-00 00:00:00","ФГБУЗ Cибирский окружной медицинский центр ФМБА РОССИИ (Отделение диализа и гемокоррекции)","+7(38362)66328","ул. Одоевского, д. 12","д. 12","Новосибирская область","Новосибирск","(54.9375, 83.09650599999998):8","0","sfo","","","","",""
"366","0000-00-00 00:00:00","Нефролайн","+7(3812)744914","ул. Немировича-Данченко, д. 143/1","д. 143/1","Новосибирская область","Новосибирск","(54.978207, 82.91059300000006):8","300","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"367","0000-00-00 00:00:00","ГБУЗ НСО 'Куйбышевская ЦРБ' (Кабинет амбулаторного диализа)","+7(3812)359283","ул. Володарского,д. 61","д. 61","Новосибирская область","Куйбышев","(55.4545403, 78.33306779999998):8","25","sfo","","","","",""
"368","0000-00-00 00:00:00","БУЗОО 'ГКБ №1 им. А.Н. Кабанова' (отделение диализа)","+7(3812)670229, +79087965107","ул. Перелета, д. 7","д. 7","Омская область","Омск","(54.9958889, 73.29066790000002):8","0","sfo","","","","",""
"369","0000-00-00 00:00:00","БУЗОО 'ОКБ' (отделение терапевтической нефрологии и диализа)","+7(38171)26528","ул. Березовая, д. 3","д. 3","Омская область","Омск","(55.021355, 73.34117489999994):8","21","sfo","","","","",""
"370","0000-00-00 00:00:00","Фесфарм","+7(3822)644622, 644039, +79640937743","ул. Магистральная, д. 35, к.1","д. 35, к.1","Омская область","Омск","(55.03607100000001, 73.27452900000003):8","35","sfo","","","","",""
"371","0000-00-00 00:00:00","Фесфарм","+7(3822)274241","ул. Советская, д. 75","д. 75","Омская область","Тара","(56.9055553, 74.35500460000003):8","0","sfo","","","","",""
"372","0000-00-00 00:00:00","ОГАУЗ 'Томская ОКБ' (отделение гемодиализа)","+7(3823)779654","ул. Ивана Черных, д. 96","д. 96 94","Томская область","Томск","(56.52314699999999, 85.058807):8","32","sfo","","","","",""
"373","0000-00-00 00:00:00","Нефролайн","+7(39422)52650","ул. Ивана Черных, д. 94","д. 94","Томская область","Томск","(56.5221041, 85.05469370000003):8","240","sfo","Крупные амбулаторные центры – от 50 мест","","","",""
"374","0000-00-00 00:00:00","ФМБА России ФГБУЗ 'КБ № 81 Медицинский центр №2 (отделение гемодиализа)","73513028446","ул. Мира, д. 4","д. 4","Томская область","Северск","(56.5035902, 84.96285269999998):8","30","sfo","","","","",""
"375","0000-00-00 00:00:00","ГБУЗ Республиканская больница № 3 (отделение хронического гемодиализа)","+7(3902)343326","ул. Московская, д. 28","д. 28","Тыва","Кызыл","(51.7032037, 94.4064591):8","0","sfo","","","","",""
"376","2017-11-26 20:12:05","ФГБУЗ «Центральная медико-санитарная часть №71 ФМБА» (отделение реанимации) ","+7(39042)68171, 64421","ул. Строительная, 1","","Челябинская область","Озерск","(55.7734982, 60.70261289999996):8","0","urfo","","","","",""
"377","0000-00-00 00:00:00","ГБУЗ Республики Хакасия 'РКБ им. Г.Я. Ремишевской' (Центр амбулаторного диализа)","+7(34384)33910, 33903","ул. Пушкина, д. 29","д. 29","Хакасия","Абакан","(53.7184879, 91.47110010000006):8","15","sfo","","","","",""
"378","0000-00-00 00:00:00","Городская больница г.Саяногорска, Филиал Хакасской РКБ (отделение диализа)","73478431403","ул. Шушенская, д. 2а","д. 2а","Хакасия","Саяногорск","(53.09661879999999, 91.4164518):8","0","sfo","","","","",""
"379","0000-00-00 00:00:00","ООО ""Уральский медицинский центр"" (Диализная клиника г. Краснотурьинск)","+7(343)2047221","ул. Ленинского Комсомола, д. 41","д. 41","Свердловская область","Краснотурьинск","(59.76169629999999, 60.20116380000002):8","0","urfo","","","","",""
"380","2017-11-26 23:49:11","ООО «Лаборатория гемодиализа» ","73515935131","ул. Коммунистическая, 120","","Башкортостан","Бирск","(55.4091792, 55.541628400000036):8","0","pfo","","","","",""
"381","0000-00-00 00:00:00","ООО ""Уральский медицинский центр"" (Диализный центр г. Красноуфимск)","+7(3432)3511583, 3511589","ул. Буденного, д. 7","","Свердловская область","Красноуфимск","(56.6153071, 57.75367540000002):12","0","urfo","","","","",""
"382","2017-11-26 19:39:45","МБУЗ «Ашинская центральная городская больница»   ","+7(343)2669668, 2660754","ул. Некрасова, 19","","Челябинская область","Аша","(54.9918552, 57.269078000000036):8","0","urfo","","","","",""
"383","0000-00-00 00:00:00","ГБУЗ СО 'Свердловская ОКБ №1' (Центр гемодиализа и трансплантации почки)","+7(343)2404927","ул. Волгоградская, д. 185","д. 185","Свердловская область","Екатеринбург","(56.809618, 60.56246599999997):8","130","urfo","Крупные амбулаторные центры – от 50 мест","","","",""
"384","NULL","МУ ГКБ № 40 (отделение диализа)","+7(343)2047221, +79617734447","ул. Волгоградская, д. 189","д. 189","Свердловская область","Екатеринбург","МУ ГКБ № 40 (отделение диализа)","10","urfo","","","","",""
"385","0000-00-00 00:00:00","Областная детская клиническая больница №1 (отделение детского диализа)","+7(3435)456200, 452246","ул. Серафимы Дерябиной, д. 32","д. 32","Свердловская область","Екатеринбург","(56.8091525, 60.53550629999995):8","20","urfo","","","","",""
"386","0000-00-00 00:00:00","ООО ""Уральский медицинский центр"" (Диализная клиника г. Екатеринбург)","+7(343)9339812","ул. Волгоградская, д. 189/11","д. 189/11","Свердловская область","Екатеринбург","(56.811912, 60.55735400000003):8","40","urfo","","","","",""
